问 句	标 准 答 案	学 生 答 案	得分
名 词 解 释 ： 传 送 语 法 的 定 义 。	传 送 语 法 的 定 义 如 下 ： O S I 采 用 两 次 转 换 语 法 的 方 法 ， 即 由 发 送 方 和 接 收 方 共 同 协 作 完 成 语 法 转 换 ， 定 义 的 一 种 语 法 称 作 传 送 语 法 。 传 送 语 法 用 于 数 据 在 线 路 上 的 传 输 。	传 送 语 法 只 描 述 数 据 的 结 构 形 式 且 与 具 体 的 编 码 格 式 无 关 ， 同 时 也 不 涉 及 这 些 数 据 结 构 在 计 算 机 内 如 何 存 放 。 传 送 语 法 是 协 议 设 计 者 所 使 用 的 工 具 ， 用 于 将 设 计 者 的 思 想 记 录 下 来 。	0.0
名 词 解 释 ： 局 部 语 法 的 定 义 。	局 部 语 法 的 定 义 如 下 ： 在 计 算 机 网 络 中 互 相 通 信 的 计 算 机 常 常 采 用 不 同 的 局 部 语 法 ， 局 部 语 法 的 差 异 决 定 了 同 一 数 据 对 象 在 不 同 的 计 算 机 上 被 表 示 为 不 同 的 符 号 串 。 局 部 语 法 用 于 数 据 在 端 系 统 中 的 传 输 。 计 算 机 通 信 的 最 终 目 的 是 传 递 数 据 的 语 义 ， 因 此 无 论 一 个 数 据 采 用 何 种 表 示 方 式 语 义 都 不 改 变 。	定 义 如 下 ： 在 计 算 机 网 络 中 互 相 通 信 的 计 算 机 常 常 采 用 不 同 的 局 部 语 法 ， 局 部 语 法 的 差 异 决 定 了 同 一 数 据 对 象 在 不 同 的 计 算 机 上 被 表 示 为 不 同 的 符 号 串 。 局 部 语 法 用 于 数 据 在 端 系 统 中 的 传 输 。 计 算 机 通 信 的 最 终 目 的 是 传 递 数 据 的 语 义 ， 因 此 无 论 一 个 数 据 采 用 何 种 表 示 方 式 语 义 都 不 改 变 。	10.0
名 词 解 释 ： 局 部 语 法 的 定 义 。	局 部 语 法 的 定 义 如 下 ： 在 计 算 机 网 络 中 互 相 通 信 的 计 算 机 常 常 采 用 不 同 的 局 部 语 法 ， 局 部 语 法 的 差 异 决 定 了 同 一 数 据 对 象 在 不 同 的 计 算 机 上 被 表 示 为 不 同 的 符 号 串 。 局 部 语 法 用 于 数 据 在 端 系 统 中 的 传 输 。 计 算 机 通 信 的 最 终 目 的 是 传 递 数 据 的 语 义 ， 因 此 无 论 一 个 数 据 采 用 何 种 表 示 方 式 语 义 都 不 改 变 。	局 部 语 法 只 描 述 数 据 的 结 构 形 式 且 与 具 体 的 编 码 格 式 无 关 ， 同 时 也 不 涉 及 这 些 数 据 结 构 在 计 算 机 内 如 何 存 放 。 局 部 语 法 是 协 议 设 计 者 所 使 用 的 工 具 ， 用 于 将 设 计 者 的 思 想 记 录 下 来 ， 便 于 交 流 和 讨 论 。	0.0
名 词 解 释 ： 循 环 方 式 的 定 义 。	循 环 方 式 的 定 义 如 下 ： 循 环 方 式 就 是 在 计 算 机 中 一 次 只 运 行 一 个 服 务 器 进 程 。 当 有 多 个 客 户 进 程 请 求 时 ， 服 务 器 进 程 就 按 照 请 求 的 先 后 顺 序 依 次 做 出 响 应 。	定 义 如 下 ： 循 环 方 式 就 是 在 计 算 机 中 一 次 只 运 行 一 个 服 务 器 进 程 。 当 有 多 个 客 户 进 程 请 求 时 ， 服 务 器 进 程 就 按 照 请 求 的 先 后 顺 序 依 次 做 出 响 应 。	10.0
名 词 解 释 ： 循 环 方 式 的 定 义 。	循 环 方 式 的 定 义 如 下 ： 循 环 方 式 就 是 在 计 算 机 中 一 次 只 运 行 一 个 服 务 器 进 程 。 当 有 多 个 客 户 进 程 请 求 时 ， 服 务 器 进 程 就 按 照 请 求 的 先 后 顺 序 依 次 做 出 响 应 。	循 环 方 式 可 在 计 算 机 中 同 时 运 行 多 个 服 务 器 进 程 。 当 有 多 个 客 户 进 程 请 求 时 ， 每 个 服 务 器 进 程 都 对 某 个 特 定 的 客 户 进 程 做 出 响 应 。	3.0
名 词 解 释 ： 并 发 方 式 的 定 义 。	并 发 方 式 的 定 义 如 下 ： 并 发 方 式 可 在 计 算 机 中 同 时 运 行 多 个 服 务 器 进 程 ， 而 每 个 服 务 器 进 程 都 对 某 个 特 定 的 客 户 进 程 做 出 响 应 。	定 义 如 下 ： 并 发 方 式 可 在 计 算 机 中 同 时 运 行 多 个 服 务 器 进 程 ， 而 每 个 服 务 器 进 程 都 对 某 个 特 定 的 客 户 进 程 做 出 响 应 。	10.0
名 词 解 释 ： 并 发 方 式 的 定 义 。	并 发 方 式 的 定 义 如 下 ： 并 发 方 式 可 在 计 算 机 中 同 时 运 行 多 个 服 务 器 进 程 ， 而 每 个 服 务 器 进 程 都 对 某 个 特 定 的 客 户 进 程 做 出 响 应 。	并 发 方 式 就 是 在 计 算 机 中 一 次 只 运 行 一 个 服 务 器 进 程 ， 服 务 器 进 程 按 照 请 求 的 先 后 顺 序 依 次 对 多 个 客 户 进 程 做 出 响 应 。	0.0
名 词 解 释 ： 主 动 攻 击 的 定 义 。	主 动 攻 击 的 定 义 如 下 ： 指 攻 击 者 对 某 个 连 接 中 通 过 的 P D U 进 行 各 种 处 理 ， 可 分 为 更 改 报 文 流 、 拒 绝 报 文 服 务 、 伪 造 连 接 初 始 化 。	定 义 如 下 ： 指 攻 击 者 对 某 个 连 接 中 通 过 的 P D U 进 行 各 种 处 理 ， 可 分 为 更 改 报 文 流 、 拒 绝 报 文 服 务 、 伪 造 连 接 初 始 化 。	10.0
名 词 解 释 ： 主 动 攻 击 的 定 义 。	主 动 攻 击 的 定 义 如 下 ： 指 攻 击 者 对 某 个 连 接 中 通 过 的 P D U 进 行 各 种 处 理 ， 可 分 为 更 改 报 文 流 、 拒 绝 报 文 服 务 、 伪 造 连 接 初 始 化 。	指 观 察 和 分 析 某 一 个 协 议 数 据 单 元 P D U 而 不 干 扰 信 息 流 。 通 过 观 察 P D U 的 协 议 控 制 信 息 部 分 ， 了 解 正 在 通 信 的 协 议 实 体 的 地 址 和 身 份 ， 以 便 了 解 所 交 换 的 数 据 的 性 质 。	0.0
名 词 解 释 ： 被 动 攻 击 的 定 义 。	被 动 攻 击 的 定 义 如 下 ： 指 观 察 和 分 析 某 一 个 协 议 数 据 单 元 P D U 而 不 干 扰 信 息 流 。 通 过 观 察 P D U 的 协 议 控 制 信 息 部 分 ， 了 解 正 在 通 信 的 协 议 实 体 的 地 址 和 身 份 ， 研 究 P D U 的 长 度 和 传 输 的 频 度 ， 以 便 了 解 所 交 换 的 数 据 的 性 质 。	定 义 如 下 ： 指 观 察 和 分 析 某 一 个 协 议 数 据 单 元 P D U 而 不 干 扰 信 息 流 。 即 使 这 些 数 据 对 攻 击 者 来 说 是 不 易 理 解 的 ， 它 也 可 通 过 观 察 P D U 的 协 议 控 制 信 息 部 分 ， 了 解 正 在 通 信 的 协 议 实 体 的 地 址 和 身 份 ， 研 究 P D U 的 长 度 和 传 输 的 频 度 ， 以 便 了 解 所 交 换 的 数 据 的 性 质 。	10.0
名 词 解 释 ： 被 动 攻 击 的 定 义 。	被 动 攻 击 的 定 义 如 下 ： 指 观 察 和 分 析 某 一 个 协 议 数 据 单 元 P D U 而 不 干 扰 信 息 流 。 即 使 这 些 数 据 对 攻 击 者 来 说 是 不 易 理 解 的 ， 它 也 可 通 过 观 察 P D U 的 协 议 控 制 信 息 部 分 ， 了 解 正 在 通 信 的 协 议 实 体 的 地 址 和 身 份 ， 研 究 P D U 的 长 度 和 传 输 的 频 度 ， 以 便 了 解 所 交 换 的 数 据 的 性 质 。	指 攻 击 者 对 某 个 连 接 中 通 过 的 P D U 进 行 各 种 处 理 ， 以 便 了 解 所 交 换 的 数 据 的 性 质 。 可 分 为 更 改 报 文 流 、 拒 绝 报 文 服 务 、 伪 造 连 接 初 始 化 。	2.0
名 词 解 释 ： P G P 的 定 义 。	P G P 的 定 义 如 下 ： P G P 是 一 种 长 期 得 到 广 泛 使 用 的 安 全 邮 件 标 准 。 P G P 用 一 个 随 机 生 成 密 钥 及 I D E A 算 法 对 明 文 加 密 ， 然 后 再 用 R S A 算 法 对 该 密 钥 加 密 。 收 信 人 同 样 是 用 R S A 解 密 出 这 个 随 机 密 钥 ， 再 用 I D E A 解 密 邮 件 明 文 。	定 义 如 下 ： P G P 是 一 种 长 期 得 到 广 泛 使 用 的 安 全 邮 件 标 准 。 P G P 用 一 个 随 机 生 成 密 钥 及 I D E A 算 法 对 明 文 加 密 ， 然 后 再 用 R S A 算 法 对 该 密 钥 加 密 。 收 信 人 同 样 是 用 R S A 解 密 出 这 个 随 机 密 钥 ， 再 用 I D E A 解 密 邮 件 明 文 。	10.0
名 词 解 释 ： P G P 的 定 义 。	P G P 的 定 义 如 下 ： P G P 是 一 种 长 期 得 到 广 泛 使 用 的 安 全 邮 件 标 准 。 P G P 用 一 个 随 机 生 成 密 钥 及 I D E A 算 法 对 明 文 加 密 ， 然 后 再 用 R S A 算 法 对 该 密 钥 加 密 。 收 信 人 同 样 是 用 R S A 解 密 出 这 个 随 机 密 钥 ， 再 用 I D E A 解 密 邮 件 明 文 。	P G P 是 邮 件 加 密 建 议 标 准 。 报 文 在 使 用 P G P 之 前 先 要 经 过 规 范 形 式 的 处 理 ， 接 着 使 用 M D 5 得 出 报 文 摘 要 ， 与 报 文 拼 接 在 一 起 后 ， 用 D E S 加 密 。	0.0
名 词 解 释 ： P E M 的 定 义 。	P E M 的 定 义 如 下 ： P E M 是 邮 件 加 密 建 议 标 准 。 报 文 在 使 用 P E M 之 前 先 要 经 过 规 范 形 式 的 处 理 ， 接 着 使 用 M D 5 得 出 报 文 摘 要 ， 与 报 文 拼 接 在 一 起 后 ， 用 D E S 加 密 。	定 义 如 下 ： P E M 是 邮 件 加 密 建 议 标 准 。 报 文 在 使 用 P E M 之 前 先 要 经 过 规 范 形 式 的 处 理 ， 接 着 使 用 M D 5 得 出 报 文 摘 要 ， 与 报 文 拼 接 在 一 起 后 ， 用 D E S 加 密 。	10.0
名 词 解 释 ： P E M 的 定 义 。	P E M 的 定 义 如 下 ： P E M 是 邮 件 加 密 建 议 标 准 。 报 文 在 使 用 P E M 之 前 先 要 经 过 规 范 形 式 的 处 理 ， 接 着 使 用 M D 5 得 出 报 文 摘 要 ， 与 报 文 拼 接 在 一 起 后 ， 用 D E S 加 密 。	P E M 是 一 种 长 期 得 到 广 泛 使 用 的 安 全 邮 件 标 准 。 P E M 用 一 个 随 机 生 成 密 钥 及 I D E A 算 法 对 明 文 加 密 ， 然 后 再 用 R S A 算 法 对 该 密 钥 加 密 。 收 信 人 同 样 是 用 R S A 解 密 出 这 个 随 机 密 钥 ， 再 用 I D E A 解 密 邮 件 明 文 。	0.0
名 词 解 释 ： 保 密 性 的 定 义 。	保 密 性 的 定 义 如 下 ： 保 密 性 的 特 点 是 即 使 加 密 后 的 报 文 被 攻 击 者 截 获 了 ， 攻 击 者 也 无 法 了 解 报 文 的 内 容 。	定 义 如 下 ： 保 密 性 的 特 点 是 即 使 加 密 后 的 报 文 被 攻 击 者 截 获 了 ， 攻 击 者 也 无 法 了 解 报 文 的 内 容 。	10.0
名 词 解 释 ： 保 密 性 的 定 义 。	保 密 性 的 定 义 如 下 ： 保 密 性 的 特 点 是 即 使 加 密 后 的 报 文 被 攻 击 者 截 获 了 ， 攻 击 者 也 无 法 了 解 报 文 的 内 容 。	保 密 性 的 特 点 是 接 收 者 收 到 报 文 后 ， 知 道 报 文 没 有 被 篡 改 或 伪 造 。	0.0
名 词 解 释 ： 完 整 性 的 定 义 。	完 整 性 的 定 义 如 下 ： 完 整 性 的 特 点 是 接 收 者 收 到 报 文 后 ， 知 道 报 文 没 有 被 篡 改 或 伪 造 。	定 义 如 下 ： 完 整 性 的 特 点 是 接 收 者 收 到 报 文 后 ， 知 道 报 文 没 有 被 篡 改 或 伪 造 。	10.0
名 词 解 释 ： 完 整 性 的 定 义 。	完 整 性 的 定 义 如 下 ： 完 整 性 的 特 点 是 接 收 者 收 到 报 文 后 ， 知 道 报 文 没 有 被 篡 改 或 伪 造 。	完 整 性 的 特 点 是 即 使 加 密 后 的 报 文 被 攻 击 者 截 获 了 ， 攻 击 者 也 无 法 了 解 报 文 的 内 容 。	0.0
名 词 解 释 ： S S L 的 定 义 。	S S L 的 定 义 如 下 ： 安 全 插 口 层 S S L 又 称 安 全 套 接 层 ， 是 N e t s c a p e 公 司 开 发 的 协 议 ， 可 对 万 维 网 客 户 与 服 务 器 之 间 传 送 的 数 据 进 行 加 密 和 鉴 别 。 在 联 络 阶 段 完 成 之 后 ， 所 有 传 送 的 数 据 都 使 用 在 联 络 阶 段 商 定 的 会 话 密 钥 。	定 义 如 下 ： 安 全 插 口 层 S S L 又 称 安 全 套 接 层 ， 是 N e t s c a p e 公 司 开 发 的 协 议 ， 可 对 万 维 网 客 户 与 服 务 器 之 间 传 送 的 数 据 进 行 加 密 和 鉴 别 。 在 联 络 阶 段 完 成 之 后 ， 所 有 传 送 的 数 据 都 使 用 在 联 络 阶 段 商 定 的 会 话 密 钥 。	10.0
名 词 解 释 ： S S L 的 定 义 。	S S L 的 定 义 如 下 ： 安 全 插 口 层 S S L 又 称 安 全 套 接 层 ， 是 N e t s c a p e 公 司 开 发 的 协 议 ， 可 对 万 维 网 客 户 与 服 务 器 之 间 传 送 的 数 据 进 行 加 密 和 鉴 别 。 在 联 络 阶 段 完 成 之 后 ， 所 有 传 送 的 数 据 都 使 用 在 联 络 阶 段 商 定 的 会 话 密 钥 。	安 全 插 口 层 S S L 又 称 安 全 套 接 层 ， 是 专 为 在 因 特 网 上 进 行 安 全 信 用 卡 交 易 的 协 议 ， 它 最 初 是 由 两 个 著 名 信 用 卡 公 司 V i s a 和 M a s t e r C a r d 于 1 9 9 6 年 开 发 的 ， 世 界 上 许 多 具 有 领 先 技 术 的 公 司 也 参 与 了 ， 可 对 因 特 网 客 户 与 服 务 器 之 间 传 送 的 数 据 进 行 加 密 和 压 缩 。	2.0
名 词 解 释 ： S E T 的 定 义 。	S E T 的 定 义 如 下 ： 安 全 电 子 交 易 S E T 是 专 为 在 因 特 网 上 进 行 安 全 信 用 卡 交 易 的 协 议 ， 它 最 初 是 由 两 个 著 名 信 用 卡 公 司 V i s a 和 M a s t e r C a r d 于 1 9 9 6 年 开 发 的 ， 世 界 上 许 多 具 有 领 先 技 术 的 公 司 也 参 与 了 。	定 义 如 下 ： 安 全 电 子 交 易 S E T 是 专 为 在 因 特 网 上 进 行 安 全 信 用 卡 交 易 的 协 议 ， 它 最 初 是 由 两 个 著 名 信 用 卡 公 司 V i s a 和 M a s t e r C a r d 于 1 9 9 6 年 开 发 的 ， 世 界 上 许 多 具 有 领 先 技 术 的 公 司 也 参 与 了 。	10.0
名 词 解 释 ： S E T 的 定 义 。	S E T 的 定 义 如 下 ： 安 全 电 子 交 易 S E T 是 专 为 在 因 特 网 上 进 行 安 全 信 用 卡 交 易 的 协 议 ， 它 最 初 是 由 两 个 著 名 信 用 卡 公 司 V i s a 和 M a s t e r C a r d 于 1 9 9 6 年 开 发 的 ， 世 界 上 许 多 具 有 领 先 技 术 的 公 司 也 参 与 了 。	安 全 电 子 交 易 S E T 又 称 安 全 套 接 层 ， 是 N e t s c a p e 公 司 开 发 的 协 议 ， 可 对 万 维 网 客 户 与 服 务 器 之 间 传 送 的 数 据 进 行 加 密 和 鉴 别 。 。	0.0
名 词 解 释 ： I P s e c 的 定 义 。	I P s e c 的 定 义 如 下 ： I P s e c 可 以 为 I P 层 提 供 基 于 加 密 的 互 操 作 性 强 的 通 信 安 全 ， 所 支 持 的 安 全 服 务 包 括 存 取 控 制 、 无 连 接 的 完 整 性 、 数 据 发 起 方 认 证 和 加 密 。	定 义 如 下 ： I P s e c 可 以 为 I P 层 提 供 基 于 加 密 的 互 操 作 性 强 的 通 信 安 全 ， 所 支 持 的 安 全 服 务 包 括 存 取 控 制 、 无 连 接 的 完 整 性 、 数 据 发 起 方 认 证 和 加 密 。	10.0
名 词 解 释 ： I P s e c 的 定 义 。	I P s e c 的 定 义 如 下 ： I P s e c 可 以 为 I P 层 提 供 基 于 加 密 的 互 操 作 性 强 的 通 信 安 全 ， 所 支 持 的 安 全 服 务 包 括 存 取 控 制 、 无 连 接 的 完 整 性 、 数 据 发 起 方 认 证 和 加 密 。	I P s e c 可 以 为 网 络 层 提 供 基 于 加 密 的 高 质 量 的 通 信 安 全 ， 所 支 持 的 安 全 服 务 包 括 存 取 控 制 、 面 向 连 接 的 完 整 性 、 数 据 请 求 方 鉴 别 和 加 密 。	2.5
名 词 解 释 ： A H 的 定 义 。	A H 的 定 义 如 下 ： A H 将 每 个 数 据 报 中 的 数 据 和 一 个 变 化 的 数 字 签 名 结 合 起 来 ， 共 同 验 证 发 送 方 身 份 ， 使 得 通 信 一 方 能 够 确 认 发 送 数 据 的 另 一 方 的 身 份 ， 并 能 够 确 认 数 据 在 传 输 过 程 中 没 有 被 篡 改 ， 防 止 受 到 第 三 方 的 攻 击 。	定 义 如 下 ： A H 将 每 个 数 据 报 中 的 数 据 和 一 个 变 化 的 数 字 签 名 结 合 起 来 ， 共 同 验 证 发 送 方 身 份 ， 使 得 通 信 一 方 能 够 确 认 发 送 数 据 的 另 一 方 的 身 份 ， 并 能 够 确 认 数 据 在 传 输 过 程 中 没 有 被 篡 改 ， 防 止 受 到 第 三 方 的 攻 击 。	10.0
名 词 解 释 ： A H 的 定 义 。	A H 的 定 义 如 下 ： A H 将 每 个 数 据 报 中 的 数 据 和 一 个 变 化 的 数 字 签 名 结 合 起 来 ， 共 同 验 证 发 送 方 身 份 ， 使 得 通 信 一 方 能 够 确 认 发 送 数 据 的 另 一 方 的 身 份 ， 并 能 够 确 认 数 据 在 传 输 过 程 中 没 有 被 篡 改 ， 防 止 受 到 第 三 方 的 攻 击 。	A H 提 供 了 一 种 对 I P 负 载 进 行 加 密 的 机 制 ， 对 数 据 报 中 的 数 据 另 外 进 行 加 密 ， 因 此 它 不 仅 提 供 源 站 鉴 别 、 数 据 完 整 性 ， 也 提 供 保 密 性 。	0.0
名 词 解 释 ： E S P 的 定 义 。	E S P 的 定 义 如 下 ： E S P 提 供 了 一 种 对 I P 负 载 进 行 加 密 的 机 制 ， 对 数 据 报 中 的 数 据 另 外 进 行 加 密 ， 因 此 它 不 仅 提 供 源 站 鉴 别 、 数 据 完 整 性 ， 也 提 供 保 密 性 。	定 义 如 下 ： E S P 提 供 了 一 种 对 I P 负 载 进 行 加 密 的 机 制 ， 对 数 据 报 中 的 数 据 另 外 进 行 加 密 ， 因 此 它 不 仅 提 供 源 站 鉴 别 、 数 据 完 整 性 ， 也 提 供 保 密 性 。	10.0
名 词 解 释 ： E S P 的 定 义 。	E S P 的 定 义 如 下 ： E S P 提 供 了 一 种 对 I P 负 载 进 行 加 密 的 机 制 ， 对 数 据 报 中 的 数 据 另 外 进 行 加 密 ， 因 此 它 不 仅 提 供 源 站 鉴 别 、 数 据 完 整 性 ， 也 提 供 保 密 性 。	E S P 将 每 个 数 据 报 中 的 数 据 和 一 个 变 化 的 数 字 签 名 结 合 起 来 ， 共 同 验 证 发 送 方 身 份 ， 使 得 通 信 一 方 能 够 确 认 发 送 数 据 的 另 一 方 的 身 份 ， 并 能 够 确 认 数 据 在 传 输 过 程 中 没 有 被 篡 改 ， 防 止 受 到 第 三 方 的 攻 击 。	0.0
名 词 解 释 ： 防 火 墙 的 定 义 。	防 火 墙 的 定 义 如 下 ： 防 火 墙 中 的 分 组 过 滤 路 由 器 检 查 进 出 被 保 护 网 络 的 分 组 数 据 ， 按 照 系 统 管 理 员 事 先 设 置 好 的 防 火 墙 规 则 来 与 分 组 进 行 匹 配 ， 符 合 条 件 的 分 组 就 能 通 过 ， 否 则 就 丢 弃 。	定 义 如 下 ： 防 火 墙 中 的 分 组 过 滤 路 由 器 检 查 进 出 被 保 护 网 络 的 分 组 数 据 ， 按 照 系 统 管 理 员 事 先 设 置 好 的 防 火 墙 规 则 来 与 分 组 进 行 匹 配 ， 符 合 条 件 的 分 组 就 能 通 过 ， 否 则 就 丢 弃 。	10.0
名 词 解 释 ： 防 火 墙 的 定 义 。	防 火 墙 的 定 义 如 下 ： 防 火 墙 中 的 分 组 过 滤 路 由 器 检 查 进 出 被 保 护 网 络 的 分 组 数 据 ， 按 照 系 统 管 理 员 事 先 设 置 好 的 防 火 墙 规 则 来 与 分 组 进 行 匹 配 ， 符 合 条 件 的 分 组 就 能 通 过 ， 否 则 就 丢 弃 。	防 火 墙 主 要 是 用 来 防 止 整 个 网 络 出 现 外 来 非 法 的 入 侵 ， 其 中 的 授 权 服 务 器 检 查 所 有 流 入 本 网 络 的 信 息 ， 检 查 用 户 的 登 录 是 否 合 法 ， 拒 绝 不 符 合 事 先 制 定 好 的 一 套 准 则 的 数 据 。	0.0
名 词 解 释 ： 网 络 级 防 火 墙 的 定 义 。	网 络 级 防 火 墙 的 定 义 如 下 ： 主 要 是 用 来 防 止 整 个 网 络 出 现 外 来 非 法 的 入 侵 ， 属 于 这 类 的 有 分 组 过 滤 和 授 权 服 务 器 。 前 者 检 查 所 有 流 入 本 网 络 的 信 息 ， 然 后 拒 绝 不 符 合 事 先 制 定 好 的 一 套 准 则 的 数 据 ， 而 后 者 则 是 检 查 用 户 的 登 录 是 否 合 法 。	定 义 如 下 ： 主 要 是 用 来 防 止 整 个 网 络 出 现 外 来 非 法 的 入 侵 ， 属 于 这 类 的 有 分 组 过 滤 和 授 权 服 务 器 。 前 者 检 查 所 有 流 入 本 网 络 的 信 息 ， 然 后 拒 绝 不 符 合 事 先 制 定 好 的 一 套 准 则 的 数 据 ， 而 后 者 则 是 检 查 用 户 的 登 录 是 否 合 法 。	10.0
名 词 解 释 ： 网 络 级 防 火 墙 的 定 义 。	网 络 级 防 火 墙 的 定 义 如 下 ： 主 要 是 用 来 防 止 整 个 网 络 出 现 外 来 非 法 的 入 侵 ， 属 于 这 类 的 有 分 组 过 滤 和 授 权 服 务 器 。 前 者 检 查 所 有 流 入 本 网 络 的 信 息 ， 然 后 拒 绝 不 符 合 事 先 制 定 好 的 一 套 准 则 的 数 据 ， 而 后 者 则 是 检 查 用 户 的 登 录 是 否 合 法 。	主 要 是 用 来 预 防 整 个 网 络 受 到 安 全 攻 击 。 防 火 墙 中 的 分 组 过 滤 路 由 器 检 查 进 出 被 保 护 网 络 的 分 组 数 据 ， 按 照 系 统 管 理 员 事 先 设 置 好 的 防 火 墙 规 则 来 与 分 组 进 行 匹 配 ， 符 合 条 件 的 分 组 就 能 通 过 ， 否 则 就 丢 弃 。	0.0
名 词 解 释 ： 拒 绝 服 务 攻 击 的 定 义 。	拒 绝 服 务 攻 击 的 定 义 如 下 ： 拒 绝 服 务 攻 击 专 门 设 计 用 来 阻 止 授 权 用 户 对 系 统 以 及 系 统 数 据 进 行 访 问 ， 通 常 采 用 的 攻 击 方 式 是 让 系 统 服 务 器 超 载 ， 或 者 让 系 统 死 机 。	定 义 如 下 ： 拒 绝 服 务 攻 击 专 门 设 计 用 来 阻 止 授 权 用 户 对 系 统 以 及 系 统 数 据 进 行 访 问 ， 通 常 采 用 的 攻 击 方 式 是 让 系 统 服 务 器 超 载 ， 或 者 让 系 统 死 机 。	10.0
名 词 解 释 ： 拒 绝 服 务 攻 击 的 定 义 。	拒 绝 服 务 攻 击 的 定 义 如 下 ： 拒 绝 服 务 攻 击 专 门 设 计 用 来 阻 止 授 权 用 户 对 系 统 以 及 系 统 数 据 进 行 访 问 ， 通 常 采 用 的 攻 击 方 式 是 让 系 统 服 务 器 超 载 ， 或 者 让 系 统 死 机 。	主 要 是 用 来 防 止 整 个 网 络 出 现 外 来 非 法 的 入 侵 ， 通 常 采 用 的 攻 击 方 式 是 检 查 用 户 的 登 录 是 否 合 法 ， 拒 绝 不 符 合 事 先 制 定 好 的 一 套 准 则 的 数 据 。	0.0
名 词 解 释 ： 分 布 式 拒 绝 服 务 D D o S 的 定 义 。	分 布 式 拒 绝 服 务 D D o S 的 定 义 如 下 ： 分 布 式 拒 绝 服 务 D D o S 的 特 点 就 是 攻 击 者 先 设 法 得 到 因 特 网 上 的 大 量 主 机 的 用 户 账 号 。 然 后 攻 击 者 设 法 秘 密 地 在 这 些 主 机 上 安 装 从 属 程 序 ， 当 攻 击 者 发 起 攻 击 时 ， 所 有 从 属 程 序 在 攻 击 者 的 主 程 序 的 控 制 下 ， 在 同 一 时 刻 向 被 攻 击 主 机 发 起 拒 绝 服 务 D o S 。	定 义 如 下 ： 分 布 式 拒 绝 服 务 D D o S 的 特 点 就 是 攻 击 者 先 设 法 得 到 因 特 网 上 的 大 量 主 机 的 用 户 账 号 。 然 后 攻 击 者 设 法 秘 密 地 在 这 些 主 机 上 安 装 从 属 程 序 ， 当 攻 击 者 发 起 攻 击 时 ， 所 有 从 属 程 序 在 攻 击 者 的 主 程 序 的 控 制 下 ， 在 同 一 时 刻 向 被 攻 击 主 机 发 起 拒 绝 服 务 D o S 。	10.0
名 词 解 释 ： 分 布 式 拒 绝 服 务 D D o S 的 定 义 。	分 布 式 拒 绝 服 务 D D o S 的 定 义 如 下 ： 分 布 式 拒 绝 服 务 D D o S 的 特 点 就 是 攻 击 者 先 设 法 得 到 因 特 网 上 的 大 量 主 机 的 用 户 账 号 。 然 后 攻 击 者 设 法 秘 密 地 在 这 些 主 机 上 安 装 从 属 程 序 ， 当 攻 击 者 发 起 攻 击 时 ， 所 有 从 属 程 序 在 攻 击 者 的 主 程 序 的 控 制 下 ， 在 同 一 时 刻 向 被 攻 击 主 机 发 起 拒 绝 服 务 D o S 。	分 布 式 拒 绝 服 务 D D o S 专 门 设 计 用 来 阻 止 授 权 用 户 对 系 统 以 及 系 统 数 据 进 行 访 问 ， 防 止 整 个 网 络 出 现 外 来 非 法 的 入 侵 ， 通 常 采 用 的 攻 击 方 式 是 检 查 所 有 流 入 本 网 络 的 信 息 ， 检 查 用 户 的 登 录 是 否 合 法 ， 拒 绝 不 符 合 事 先 制 定 好 的 一 套 准 则 的 数 据 。	0.0
名 词 解 释 ： 实 时 数 据 的 定 义 。	实 时 数 据 的 定 义 如 下 ： 发 送 实 时 数 据 的 同 时 ， 在 接 收 端 边 接 收 边 播 放 。	定 义 如 下 ： 发 送 实 时 数 据 的 同 时 ， 在 接 收 端 边 接 收 边 播 放 。	10.0
名 词 解 释 ： 实 时 数 据 的 定 义 。	实 时 数 据 的 定 义 如 下 ： 发 送 实 时 数 据 的 同 时 ， 在 接 收 端 边 接 收 边 播 放 。	发 送 等 时 数 据 的 同 时 ， 时 间 间 隔 恒 定 。	0.0
名 词 解 释 ： 等 时 数 据 的 定 义 。	等 时 数 据 的 定 义 如 下 ： 发 送 时 的 时 间 间 隔 都 是 恒 定 的 。	定 义 如 下 ： 发 送 时 的 时 间 间 隔 都 是 恒 定 的 。	10.0
名 词 解 释 ： 等 时 数 据 的 定 义 。	等 时 数 据 的 定 义 如 下 ： 发 送 时 的 时 间 间 隔 都 是 恒 定 的 。	发 送 时 边 接 收 边 播 放 。	0.0
名 词 解 释 ： 服 务 质 量 Q o S 的 定 义 。	服 务 质 量 Q o S 的 定 义 如 下 ： 服 务 性 能 的 总 效 果 ， 决 定 了 一 个 用 户 对 服 务 的 满 意 程 度 。	定 义 如 下 ： 服 务 性 能 的 总 效 果 ， 决 定 了 一 个 用 户 对 服 务 的 满 意 程 度 。	10.0
名 词 解 释 ： 服 务 质 量 Q o S 的 定 义 。	服 务 质 量 Q o S 的 定 义 如 下 ： 服 务 性 能 的 总 效 果 ， 决 定 了 一 个 用 户 对 服 务 的 满 意 程 度 。	服 务 性 能 的 度 量 ， 体 现 了 用 户 对 服 务 的 满 意 程 度 。	10.0
