问 句	标 准 答 案	学 生 答 案	得分
I G P 的 具 体 含 义 是 什 么 ？	I G P 的 具 体 含 义 如 下 ： 内 部 网 关 协 议 ， 只 关 心 本 自 治 系 统 内 如 何 传 送 数 据 报 ， 与 互 联 网 中 其 他 自 治 系 统 使 用 说 明 协 议 无 关 。	外 部 网 关 协 议 ， 不 关 心 A S 内 部 使 用 何 种 协 议 ， 与 互 联 网 中 其 他 自 治 系 统 使 用 说 明 协 议 无 关 。	3.0
E G P 的 具 体 含 义 是 什 么 ？	E G P 的 具 体 含 义 如 下 ： 外 部 网 关 协 议 ， 在 不 同 的 A S 边 界 传 递 路 由 信 息 的 协 议 ， 不 关 心 A S 内 部 使 用 何 种 协 议 。	含 义 如 下 ： 外 部 网 关 协 议 ， 在 不 同 的 A S 边 界 传 递 路 由 信 息 的 协 议 ， 不 关 心 A S 内 部 使 用 何 种 协 议 。	10.0
E G P 的 具 体 含 义 是 什 么 ？	E G P 的 具 体 含 义 如 下 ： 外 部 网 关 协 议 ， 在 不 同 的 A S 边 界 传 递 路 由 信 息 的 协 议 ， 不 关 心 A S 内 部 使 用 何 种 协 议 。	内 部 网 关 协 议 ， 只 关 心 本 自 治 系 统 内 如 何 传 送 数 据 报 ， 不 关 心 A S 内 部 使 用 何 种 协 议 。	3.0
R I P 有 什 么 特 点 ？	R I P 有 以 下 特 点 ： 简 单 ； 效 率 低 ； 不 可 达 ； 好 消 息 传 得 快 ， 坏 消 息 传 得 慢 。	特 点 如 下 ： 简 单 ； 效 率 低 ； 不 可 达 ； 好 消 息 传 得 快 ， 坏 消 息 传 得 慢 。	10.0
R I P 有 什 么 特 点 ？	R I P 有 以 下 特 点 ： 简 单 ； 效 率 低 ； 不 可 达 ； 好 消 息 传 得 快 ， 坏 消 息 传 得 慢 。	规 模 大 ； 效 率 高 ； 可 达 性 ； 好 消 息 传 得 快 ， 坏 消 息 传 得 慢 。	4.0
O S P F 有 什 么 特 点 ？	O S P F 有 以 下 特 点 ： 效 率 高 ； 路 由 器 频 繁 交 换 信 息 难 以 维 持 一 致 性 ； 规 模 大 ； 统 一 度 量 ； 可 达 性 。	特 点 如 下 ： 效 率 高 ； 路 由 器 频 繁 交 换 信 息 难 以 维 持 一 致 性 ； 规 模 大 ； 统 一 度 量 ； 可 达 性 。	10.0
O S P F 有 什 么 特 点 ？	O S P F 有 以 下 特 点 ： 效 率 高 ； 路 由 器 频 繁 交 换 信 息 难 以 维 持 一 致 性 ； 规 模 大 ； 统 一 度 量 ； 可 达 性 。	简 单 ； 不 可 达 ； 效 率 低 ； 规 范 化 ； 路 由 器 频 繁 交 换 信 息 难 以 维 持 一 致 性 。	2.0
O S P F 使 用 I P 有 何 优 点 ？	O S P F 使 用 I P 的 优 点 如 下 ： O S P F 位 于 网 络 层 ， 由 于 要 交 换 的 信 息 量 较 大 ， 应 使 报 文 的 长 度 尽 量 短 ， 故 采 用 I P 。	优 点 如 下 ： O S P F 位 于 网 络 层 ， 由 于 要 交 换 的 信 息 量 较 大 ， 应 使 报 文 的 长 度 尽 量 短 ， 故 采 用 I P 。	10.0
O S P F 使 用 I P 有 何 优 点 ？	O S P F 使 用 I P 的 优 点 如 下 ： O S P F 位 于 网 络 层 ， 由 于 要 交 换 的 信 息 量 较 大 ， 应 使 报 文 的 长 度 尽 量 短 ， 故 采 用 I P 。	O S P F 位 于 网 络 层 ， 由 于 网 络 环 境 复 杂 ， 需 要 保 证 可 靠 的 传 输 ， 所 以 选 择 T C P 。	2.5
B G P 使 用 T C P 有 何 优 点 ？	B G P 使 用 T C P 的 优 点 如 下 ： B G P 要 在 不 同 的 自 治 系 统 之 间 交 换 路 由 信 息 ， 由 于 网 络 环 境 复 杂 ， 需 要 保 证 可 靠 的 传 输 ， 所 以 选 择 T C P 。	优 点 如 下 ： B G P 要 在 不 同 的 自 治 系 统 之 间 交 换 路 由 信 息 ， 由 于 网 络 环 境 复 杂 ， 需 要 保 证 可 靠 的 传 输 ， 所 以 选 择 T C P 。	10.0
B G P 使 用 T C P 有 何 优 点 ？	B G P 使 用 T C P 的 优 点 如 下 ： B G P 要 在 不 同 的 自 治 系 统 之 间 交 换 路 由 信 息 ， 由 于 网 络 环 境 复 杂 ， 需 要 保 证 可 靠 的 传 输 ， 所 以 选 择 T C P 。	B G P 要 在 不 同 的 自 治 系 统 之 间 交 换 路 由 信 息 ， 由 于 要 交 换 的 信 息 量 较 大 ， 应 使 报 文 的 长 度 尽 量 短 ， 故 采 用 I P 。	2.5
简 述 B G P 无 需 周 期 性 和 临 站 交 换 路 由 信 息 的 原 因 。	B G P 无 需 周 期 性 和 临 站 交 换 路 由 信 息 有 如 下 三 个 原 因 ： 因 特 网 规 模 太 大 ， 使 得 自 治 系 统 之 间 的 路 由 选 择 非 常 困 难 ； 对 于 自 治 系 统 之 间 的 路 由 选 择 ， 要 寻 找 最 佳 路 由 是 不 现 实 的 ； 自 治 系 统 之 间 的 路 由 选 择 必 须 考 虑 有 关 策 略 。	原 因 如 下 ： 因 特 网 规 模 太 大 ， 使 得 自 治 系 统 之 间 的 路 由 选 择 非 常 困 难 ； 对 于 自 治 系 统 之 间 的 路 由 选 择 ， 要 寻 找 最 佳 路 由 是 不 现 实 的 ； 自 治 系 统 之 间 的 路 由 选 择 必 须 考 虑 有 关 策 略 。	10.0
简 述 B G P 无 需 周 期 性 和 临 站 交 换 路 由 信 息 的 原 因 。	B G P 无 需 周 期 性 和 临 站 交 换 路 由 信 息 有 如 下 三 个 原 因 ： 因 特 网 规 模 太 大 ， 使 得 自 治 系 统 之 间 的 路 由 选 择 非 常 困 难 ； 对 于 自 治 系 统 之 间 的 路 由 选 择 ， 要 寻 找 最 佳 路 由 是 不 现 实 的 ； 自 治 系 统 之 间 的 路 由 选 择 必 须 考 虑 有 关 策 略 。	因 特 网 路 由 器 交 换 信 息 过 于 频 繁 ， 使 得 自 治 系 统 之 间 难 以 维 持 一 致 性 ； 对 于 自 治 系 统 之 间 的 路 由 选 择 ， 要 寻 找 最 佳 路 由 是 不 现 实 的 ； 自 治 系 统 之 间 的 路 由 选 择 必 须 考 虑 统 一 度 量 。	4.0
I G M P 协 议 的 要 点 是 什 么 ？	I G M P 协 议 的 要 点 如 下 ： I G M P 是 用 来 进 行 多 播 的 ； I G M P 只 有 两 种 分 组 ， 即 询 问 分 组 和 响 应 分 组 ； I G M P 属 于 整 个 网 际 协 议 的 一 个 组 成 部 分 ， 也 是 T C P / I P 的 一 个 标 准 。	要 点 如 下 ： I G M P 是 用 来 进 行 多 播 的 ； I G M P 只 有 两 种 分 组 ， 即 询 问 分 组 和 响 应 分 组 ； I G M P 属 于 整 个 网 际 协 议 的 一 个 组 成 部 分 ， 也 是 T C P / I P 的 一 个 标 准 。	10.0
I G M P 协 议 的 要 点 是 什 么 ？	I G M P 协 议 的 要 点 如 下 ： I G M P 是 用 来 进 行 多 播 的 ； I G M P 只 有 两 种 分 组 ， 即 询 问 分 组 和 响 应 分 组 ； I G M P 属 于 整 个 网 际 协 议 的 一 个 组 成 部 分 ， 也 是 T C P / I P 的 一 个 标 准 。	I G M P 是 用 来 进 行 单 播 的 ； I G M P 只 有 两 种 分 组 ， 即 请 求 分 组 和 应 答 分 组 ； I G M P 属 于 整 个 洲 际 协 议 的 一 个 组 成 部 分 ， 也 是 T C P / I P 的 一 个 标 准 。	4.0
隧 道 技 术 是 怎 样 使 用 的 ？	隧 道 技 术 的 使 用 原 理 如 下 ： 当 多 播 数 据 报 在 传 输 过 程 中 遇 到 不 运 行 多 播 路 由 器 的 网 络 ， 路 由 器 就 对 多 播 数 据 报 进 行 再 次 封 装 ， 通 过 了 隧 道 以 后 再 由 路 由 器 剥 去 其 首 部 ， 使 它 又 恢 复 成 原 来 的 多 播 数 据 报 ， 继 续 向 多 个 目 的 站 转 发 。	原 理 如 下 ： 当 多 播 数 据 报 在 传 输 过 程 中 遇 到 不 运 行 多 播 路 由 器 的 网 络 ， 路 由 器 就 对 多 播 数 据 报 进 行 再 次 封 装 ， 通 过 了 隧 道 以 后 再 由 路 由 器 剥 去 其 首 部 ， 使 它 又 恢 复 成 原 来 的 多 播 数 据 报 ， 继 续 向 多 个 目 的 站 转 发 。	10.0
隧 道 技 术 是 怎 样 使 用 的 ？	隧 道 技 术 的 使 用 原 理 如 下 ： 当 多 播 数 据 报 在 传 输 过 程 中 遇 到 不 运 行 多 播 路 由 器 的 网 络 ， 路 由 器 就 对 多 播 数 据 报 进 行 再 次 封 装 ， 通 过 了 隧 道 以 后 再 由 路 由 器 剥 去 其 首 部 ， 使 它 又 恢 复 成 原 来 的 多 播 数 据 报 ， 继 续 向 多 个 目 的 站 转 发 。	当 单 播 分 组 在 传 输 过 程 中 遇 到 不 运 行 单 播 路 由 器 的 网 络 ， 路 由 器 就 对 单 播 分 组 进 行 再 次 加 密 ， 通 过 了 隧 道 以 后 再 由 路 由 器 剥 去 其 尾 部 ， 使 它 又 恢 复 成 原 来 的 单 播 分 组 ， 继 续 向 多 个 目 的 站 转 发 。	2.0
V P N 有 什 么 优 点 ？	V P N 有 以 下 四 大 优 点 ： 降 低 成 本 、 传 输 数 据 安 全 可 靠 、 连 接 方 便 灵 活 、 完 全 控 制 。	V P N 的 优 点 ： 降 低 成 本 、 传 输 数 据 安 全 可 靠 、 连 接 方 便 灵 活 、 完 全 控 制 。	10.0
V P N 有 什 么 优 点 ？	V P N 有 以 下 四 大 优 点 ： 降 低 成 本 、 传 输 数 据 安 全 可 靠 、 连 接 方 便 灵 活 、 完 全 控 制 。	降 低 成 本 、 完 全 控 制 、 连 接 方 便 灵 活 、 传 输 数 据 安 全 可 靠 。	10.0
V P N 有 什 么 特 点 ？	V P N 有 以 下 四 大 特 点 ： 安 全 保 障 、 服 务 质 量 保 证 、 灵 活 性 、 可 管 理 性 。	V P N 的 特 点 ： 安 全 保 障 、 服 务 质 量 保 证 、 灵 活 性 、 可 管 理 性 。	10.0
V P N 有 什 么 特 点 ？	V P N 有 以 下 四 大 特 点 ： 安 全 保 障 、 服 务 质 量 保 证 、 灵 活 性 、 可 管 理 性 。	灵 活 性 、 安 全 保 障 、 可 管 理 性 、 服 务 质 量 保 证 。	10.0
V P N 可 从 哪 几 个 方 面 进 行 分 类 ？	V P N 的 分 类 依 据 如 下 ： V P N 的 协 议 、 V P N 的 应 用 、 所 用 的 设 备 类 型 。	依 据 如 下 ： V P N 的 协 议 、 V P N 的 应 用 、 所 用 的 设 备 类 型 。	10.0
V P N 可 从 哪 几 个 方 面 进 行 分 类 ？	V P N 的 分 类 依 据 如 下 ： V P N 的 协 议 、 V P N 的 应 用 、 所 用 的 设 备 类 型 。	V P N 的 度 量 、 V P N 的 应 用 、 所 用 的 传 输 介 质 类 型 。	3.0
V P N 的 隧 道 协 议 有 哪 些 ？	V P N 的 隧 道 协 议 主 要 有 三 种 ： P P T P 、 L 2 T P 、 I P S e c 。	V P N 的 隧 道 协 议 ： P P T P 、 L 2 T P 、 I P S e c 。	10.0
V P N 的 隧 道 协 议 有 哪 些 ？	V P N 的 隧 道 协 议 主 要 有 三 种 ： P P T P 、 L 2 T P 、 I P S e c 。	O S P F 、 I G M P 、 I P S e c 。	3.0
按 V P N 的 应 用 划 分 ， V P N 有 几 种 类 别 ？	按 V P N 的 应 用 划 分 ， V P N 有 以 下 三 种 类 别 ： 远 程 接 入 V P N 、 内 联 网 V P N 、 外 联 网 V P N 。	V P N 有 以 下 三 种 类 别 ： 远 程 接 入 V P N 、 内 联 网 V P N 、 外 联 网 V P N 。	10.0
按 V P N 的 应 用 划 分 ， V P N 有 几 种 类 别 ？	按 V P N 的 应 用 划 分 ， V P N 有 以 下 三 种 类 别 ： 远 程 接 入 V P N 、 内 联 网 V P N 、 外 联 网 V P N 。	外 联 网 V P N 、 内 联 网 V P N 、 远 程 接 入 V P N 。	10.0
按 所 用 的 设 备 类 型 划 分 ， V P N 有 几 种 类 别 ？	按 所 用 的 设 备 类 型 划 分 ， V P N 有 以 下 三 种 类 别 ： 路 由 器 式 V P N 、 交 换 机 式 V P N 、 防 火 墙 式 V P N 。	V P N 有 以 下 三 种 类 别 ： 路 由 器 式 V P N 、 交 换 机 式 V P N 、 防 火 墙 式 V P N 。	10.0
按 所 用 的 设 备 类 型 划 分 ， V P N 有 几 种 类 别 ？	按 所 用 的 设 备 类 型 划 分 ， V P N 有 以 下 三 种 类 别 ： 路 由 器 式 V P N 、 交 换 机 式 V P N 、 防 火 墙 式 V P N 。	交 换 机 式 V P N 、 路 由 器 式 V P N 、 防 火 墙 式 V P N 。	10.0
N A T 的 具 体 含 义 是 什 么 ？	N A T 的 具 体 含 义 如 下 ： 网 络 地 址 转 换 属 接 入 广 域 网 技 术 ， 是 一 种 将 私 有 地 址 转 化 为 合 法 I P 地 址 的 转 换 技 术 ， 它 被 广 泛 应 用 于 各 种 类 型 I n t e r n e t 接 入 方 式 中 。	含 义 如 下 ： 网 络 地 址 转 换 属 接 入 广 域 网 技 术 ， 是 一 种 将 私 有 地 址 转 化 为 合 法 I P 地 址 的 转 换 技 术 ， 它 被 广 泛 应 用 于 各 种 类 型 I n t e r n e t 接 入 方 式 中 。	10.0
N A T 的 具 体 含 义 是 什 么 ？	N A T 的 具 体 含 义 如 下 ： 网 络 地 址 转 换 属 接 入 广 域 网 技 术 ， 是 一 种 将 私 有 地 址 转 化 为 合 法 I P 地 址 的 转 换 技 术 ， 它 被 广 泛 应 用 于 各 种 类 型 I n t e r n e t 接 入 方 式 中 。	网 络 地 址 转 换 属 接 入 广 域 网 技 术 ， 是 一 种 将 合 法 I P 地 址 转 化 为 私 有 地 址 的 转 换 技 术 ， 它 被 广 泛 应 用 于 各 种 类 型 的 网 络 中 。	3.0
N A T 有 什 么 特 点 ？	N A T 有 以 下 特 点 ： N A T 不 仅 完 美 地 解 决 了 I P 地 址 不 足 的 问 题 ， 而 且 还 能 有 效 地 避 免 来 自 网 络 外 部 的 攻 击 ， 隐 藏 并 保 护 网 络 内 部 的 计 算 机 。	特 点 如 下 ： N A T 不 仅 完 美 地 解 决 了 I P 地 址 不 足 的 问 题 ， 而 且 还 能 有 效 地 避 免 来 自 网 络 外 部 的 攻 击 ， 隐 藏 并 保 护 网 络 内 部 的 计 算 机 。	10.0
N A T 有 什 么 特 点 ？	N A T 有 以 下 特 点 ： N A T 不 仅 完 美 地 解 决 了 I P 地 址 不 足 的 问 题 ， 而 且 还 能 有 效 地 避 免 来 自 网 络 外 部 的 攻 击 ， 隐 藏 并 保 护 网 络 内 部 的 计 算 机 。	N A T 不 仅 完 美 地 解 决 了 物 理 地 址 不 足 的 问 题 ， 而 且 还 能 有 效 地 预 防 来 自 网 络 内 部 的 故 障 ， 隐 藏 并 保 护 网 络 内 部 的 计 算 机 。	3.0
U D P 提 供 什 么 样 的 服 务 ？	U D P 提 供 的 服 务 具 有 如 下 特 点 ： U D P 提 供 的 服 务 是 不 可 靠 的 、 无 连 接 的 服 务 ， U D P 是 传 输 层 协 议 ， 它 向 应 用 层 提 供 无 连 接 的 服 务 。	特 点 如 下 ： U D P 提 供 的 服 务 是 不 可 靠 的 、 无 连 接 的 服 务 ， U D P 是 传 输 层 协 议 ， 它 向 应 用 层 提 供 无 连 接 的 服 务 。	10.0
U D P 提 供 什 么 样 的 服 务 ？	U D P 提 供 的 服 务 具 有 如 下 特 点 ： U D P 提 供 的 服 务 是 不 可 靠 的 、 无 连 接 的 服 务 ， U D P 是 传 输 层 协 议 ， 它 向 应 用 层 提 供 无 连 接 的 服 务 。	U D P 提 供 的 服 务 是 可 靠 的 、 面 向 连 接 的 服 务 ， U D P 是 传 输 层 协 议 ， 它 向 网 络 层 提 供 面 向 连 接 的 服 务 。	2.5
T C P 与 U D P 的 区 别 是 什 么 ？	T C P 与 U D P 的 区 别 如 下 ： T C P 是 面 向 连 接 的 ； 更 好 地 利 用 了 套 接 字 抽 象 模 型 ； 数 据 以 连 续 字 节 流 的 形 式 从 应 用 传 到 T C P ； 滑 动 窗 口 机 制 使 T C P 在 发 送 数 据 的 同 时 还 能 接 收 确 认 ； T C P 使 用 基 础 内 部 计 数 器 的 技 术 在 必 要 时 重 发 数 据 。	区 别 如 下 ： T C P 是 面 向 连 接 的 ； 更 好 地 利 用 了 套 接 字 抽 象 模 型 ； 数 据 以 连 续 字 节 流 的 形 式 从 应 用 传 到 T C P ； 滑 动 窗 口 机 制 使 T C P 在 发 送 数 据 的 同 时 还 能 接 收 确 认 ； T C P 使 用 基 础 内 部 计 数 器 的 技 术 在 必 要 时 重 发 数 据 。	10.0
T C P 与 U D P 的 区 别 是 什 么 ？	T C P 与 U D P 的 区 别 如 下 ： T C P 是 面 向 连 接 的 ； 更 好 地 利 用 了 套 接 字 抽 象 模 型 ； 数 据 以 连 续 字 节 流 的 形 式 从 应 用 传 到 T C P ； 滑 动 窗 口 机 制 使 T C P 在 发 送 数 据 的 同 时 还 能 接 收 确 认 ； T C P 使 用 基 础 内 部 计 数 器 的 技 术 在 必 要 时 重 发 数 据 。	T C P 是 无 连 接 的 ； 更 好 地 利 用 了 套 接 字 抽 象 模 型 ； 数 据 以 报 文 的 形 式 从 应 用 传 到 T C P ； 滑 动 窗 口 机 制 使 T C P 在 发 送 数 据 的 同 时 还 能 接 收 确 认 ； T C P 支 持 点 到 点 的 通 信 。	4.0
T C P 有 什 么 特 点 ？	T C P 有 以 下 五 大 特 点 ： 面 向 连 接 、 套 接 字 抽 象 、 字 节 流 传 输 、 流 量 控 制 、 重 发 。	特 点 如 下 ： 面 向 连 接 、 套 接 字 抽 象 、 字 节 流 传 输 、 流 量 控 制 、 重 发 。	10.0
T C P 有 什 么 特 点 ？	T C P 有 以 下 五 大 特 点 ： 面 向 连 接 、 套 接 字 抽 象 、 字 节 流 传 输 、 流 量 控 制 、 重 发 。	重 发 、 无 连 接 、 套 接 字 抽 象 、 面 向 报 文 、 拥 塞 控 制 。	4.0
T C P 提 供 什 么 样 的 服 务 ？	T C P 提 供 的 服 务 具 有 如 下 特 点 ： 端 到 端 、 可 靠 的 、 进 程 间 的 、 面 向 连 接 的 、 数 据 传 送 服 务 。	特 点 如 下 ： 端 到 端 、 可 靠 的 、 进 程 间 的 、 面 向 连 接 的 、 数 据 传 送 服 务 。	10.0
T C P 提 供 什 么 样 的 服 务 ？	T C P 提 供 的 服 务 具 有 如 下 特 点 ： 端 到 端 、 可 靠 的 、 进 程 间 的 、 面 向 连 接 的 、 数 据 传 送 服 务 。	点 到 点 、 不 可 靠 的 、 多 点 之 间 的 、 面 向 无 连 接 的 、 数 据 传 送 服 务 。	2.0
简 述 T C P / I P 协 议 帧 类 型 。	T C P / I P 协 议 帧 有 以 下 三 种 类 型 ： 广 播 、 多 播 、 单 点 播 送 。	T C P / I P 协 议 帧 的 类 型 ： 广 播 、 多 播 、 单 点 播 送 。	10.0
简 述 T C P / I P 协 议 帧 类 型 。	T C P / I P 协 议 帧 有 以 下 三 种 类 型 ： 广 播 、 多 播 、 单 点 播 送 。	多 播 、 广 播 、 单 点 播 送 。	10.0
简 述 传 输 层 的 功 能 。	传 输 层 具 有 如 下 功 能 ： 传 输 层 为 应 用 进 程 之 间 提 供 端 到 端 的 逻 辑 通 信 ； 传 输 层 对 整 个 报 文 段 进 行 差 错 校 验 和 检 测 ； 传 输 层 的 存 在 使 得 传 输 服 务 比 网 络 服 务 更 加 合 理 有 效 ； 传 输 层 采 用 一 个 标 准 的 原 语 集 提 供 传 输 服 务 。	功 能 如 下 ： 传 输 层 为 应 用 进 程 之 间 提 供 端 到 端 的 逻 辑 通 信 ； 传 输 层 对 整 个 报 文 段 进 行 差 错 校 验 和 检 测 ； 传 输 层 的 存 在 使 得 传 输 服 务 比 网 络 服 务 更 加 合 理 有 效 ； 传 输 层 采 用 一 个 标 准 的 原 语 集 提 供 传 输 服 务 。	10.0
简 述 传 输 层 的 功 能 。	传 输 层 具 有 如 下 功 能 ： 传 输 层 为 应 用 进 程 之 间 提 供 端 到 端 的 逻 辑 通 信 ； 传 输 层 对 整 个 报 文 段 进 行 差 错 校 验 和 检 测 ； 传 输 层 的 存 在 使 得 传 输 服 务 比 网 络 服 务 更 加 合 理 有 效 ； 传 输 层 采 用 一 个 标 准 的 原 语 集 提 供 传 输 服 务 。	传 输 层 为 应 用 层 提 供 点 到 点 的 物 理 通 信 ； 传 输 层 对 部 分 数 据 段 进 行 差 错 校 验 和 检 测 ； 传 输 层 的 存 在 使 得 传 输 服 务 比 网 络 服 务 更 加 合 理 有 效 ； 传 输 层 采 用 一 个 标 准 的 原 语 集 提 供 传 输 服 务 。	5.0
简 述 U D P 协 议 的 主 要 特 点 。	U D P 协 议 主 要 有 以 下 四 方 面 特 点 ： 无 连 接 、 提 供 不 可 靠 服 务 、 同 时 支 持 点 到 点 和 多 点 间 通 信 、 面 向 报 文 。	U D P 协 议 的 特 点 ： 无 连 接 、 提 供 不 可 靠 服 务 、 同 时 支 持 点 到 点 和 多 点 间 通 信 、 面 向 报 文 。	10.0
简 述 U D P 协 议 的 主 要 特 点 。	U D P 协 议 主 要 有 以 下 四 方 面 特 点 ： 无 连 接 、 提 供 不 可 靠 服 务 、 同 时 支 持 点 到 点 和 多 点 间 通 信 、 面 向 报 文 。	无 连 接 、 面 向 报 文 、 提 供 不 可 靠 服 务 、 同 时 支 持 点 到 点 和 多 点 间 通 信 。	10.0
简 述 T C P 协 议 的 主 要 特 点 。	T C P 协 议 主 要 有 以 下 四 方 面 特 点 ： 面 向 连 接 、 提 供 可 靠 服 务 、 只 支 持 点 到 点 通 信 、 面 向 字 节 流 。	T C P 协 议 的 特 点 ： 面 向 连 接 、 提 供 可 靠 服 务 、 只 支 持 点 到 点 通 信 、 面 向 字 节 流 。	10.0
简 述 T C P 协 议 的 主 要 特 点 。	T C P 协 议 主 要 有 以 下 四 方 面 特 点 ： 面 向 连 接 、 提 供 可 靠 服 务 、 只 支 持 点 到 点 通 信 、 面 向 字 节 流 。	面 向 连 接 、 面 向 字 节 流 、 提 供 可 靠 服 务 、 只 支 持 点 到 点 通 信 。	10.0
简 述 S Y N   F l o o d 攻 击 的 基 本 原 理 。	S Y N   F l o o d 攻 击 的 基 本 原 理 如 下 ： S Y N   F l o o d 是 一 种 利 用 T C P 协 议 缺 陷 ， 发 送 大 量 伪 造 的 T C P 连 接 请 求 ， 从 而 使 得 被 攻 击 方 资 源 耗 尽 的 攻 击 方 式 。	原 理 如 下 ： S Y N   F l o o d 是 一 种 利 用 T C P 协 议 缺 陷 ， 发 送 大 量 伪 造 的 T C P 连 接 请 求 ， 从 而 使 得 被 攻 击 方 资 源 耗 尽 的 攻 击 方 式 。	10.0
简 述 S Y N   F l o o d 攻 击 的 基 本 原 理 。	S Y N   F l o o d 攻 击 的 基 本 原 理 如 下 ： S Y N   F l o o d 是 一 种 利 用 T C P 协 议 缺 陷 ， 发 送 大 量 伪 造 的 T C P 连 接 请 求 ， 从 而 使 得 被 攻 击 方 资 源 耗 尽 的 攻 击 方 式 。	S Y N   F l o o d 是 一 种 利 用 I P 协 议 缺 陷 ， 发 送 大 量 篡 改 的 I P 连 接 请 求 ， 从 而 使 得 被 攻 击 方 资 源 耗 尽 的 攻 击 方 式 。	3.0
传 输 层 的 任 务 是 什 么 ？	传 输 层 的 任 务 如 下 ： 处 理 包 丢 失 、 重 复 包 ， 对 包 进 行 重 新 排 序 、 分 段 、 重 装 。	任 务 如 下 ： 处 理 包 丢 失 、 重 复 包 ， 对 包 进 行 重 新 排 序 、 分 段 、 重 装 。	10.0
传 输 层 的 任 务 是 什 么 ？	传 输 层 的 任 务 如 下 ： 处 理 包 丢 失 、 重 复 包 ， 对 包 进 行 重 新 排 序 、 分 段 、 重 装 。	处 理 包 伪 造 和 失 序 包 ， 对 包 进 行 重 新 排 序 、 加 密 和 解 密 。	2.0
简 述 传 输 层 在 I S O 中 的 地 位 。	传 输 层 在 I S O 中 的 地 位 如 下 ： 传 输 层 负 责 端 到 端 的 通 信 ， 既 是 7 层 体 系 结 构 中 负 责 数 据 通 信 的 最 高 层 ， 又 是 面 向 网 络 通 信 的 低 3 层 ， 以 及 面 向 信 息 处 理 的 最 高 3 层 之 间 的 中 间 层 。	地 位 如 下 ： 传 输 层 负 责 端 到 端 的 通 信 ， 既 是 7 层 体 系 结 构 中 负 责 数 据 通 信 的 最 高 层 ， 又 是 面 向 网 络 通 信 的 低 3 层 ， 以 及 面 向 信 息 处 理 的 最 高 3 层 之 间 的 中 间 层 。	10.0
简 述 传 输 层 在 I S O 中 的 地 位 。	传 输 层 在 I S O 中 的 地 位 如 下 ： 传 输 层 负 责 端 到 端 的 通 信 ， 既 是 7 层 体 系 结 构 中 负 责 数 据 通 信 的 最 高 层 ， 又 是 面 向 网 络 通 信 的 低 3 层 ， 以 及 面 向 信 息 处 理 的 最 高 3 层 之 间 的 中 间 层 。	传 输 层 负 责 多 点 之 间 的 通 信 ， 既 是 5 层 体 系 结 构 中 负 责 字 节 流 通 信 的 最 低 层 ， 又 是 面 向 报 文 通 信 的 高 3 层 ， 以 及 面 向 信 息 处 理 的 最 高 3 层 之 间 的 中 间 层 。	2.5
简 述 传 输 层 在 协 议 栈 中 的 地 位 和 作 用 。	传 输 层 在 协 议 栈 中 的 地 位 和 作 用 如 下 ： 传 输 层 向 它 上 面 的 应 用 层 提 供 通 信 服 务 ， 它 属 于 面 向 通 信 部 分 的 最 高 层 ， 同 时 也 是 用 户 功 能 中 的 最 底 层 。	作 用 如 下 ： 传 输 层 向 它 上 面 的 应 用 层 提 供 通 信 服 务 ， 它 属 于 面 向 通 信 部 分 的 最 高 层 ， 同 时 也 是 用 户 功 能 中 的 最 底 层 。	10.0
简 述 传 输 层 在 协 议 栈 中 的 地 位 和 作 用 。	传 输 层 在 协 议 栈 中 的 地 位 和 作 用 如 下 ： 传 输 层 向 它 上 面 的 应 用 层 提 供 通 信 服 务 ， 它 属 于 面 向 通 信 部 分 的 最 高 层 ， 同 时 也 是 用 户 功 能 中 的 最 底 层 。	传 输 层 向 它 下 面 的 网 络 层 提 供 数 据 报 服 务 ， 它 属 于 面 向 信 息 处 理 的 中 间 层 ， 同 时 也 是 用 户 功 能 中 的 最 底 层 。	3.0
传 输 层 的 通 信 和 网 络 层 的 通 信 有 什 么 重 要 区 别 ？	传 输 层 的 通 信 和 网 络 层 的 通 信 有 如 下 区 别 ： 传 输 层 是 为 应 用 进 程 之 间 提 供 端 到 端 的 逻 辑 通 信 ； 但 网 络 层 是 为 主 机 之 间 提 供 逻 辑 通 信 ， 面 向 主 机 ， 承 担 路 由 功 能 ， 即 主 机 寻 址 及 有 效 的 分 组 交 换 。	区 别 如 下 ： 传 输 层 是 为 应 用 进 程 之 间 提 供 端 到 端 的 逻 辑 通 信 ； 但 网 络 层 是 为 主 机 之 间 提 供 逻 辑 通 信 ， 面 向 主 机 ， 承 担 路 由 功 能 ， 即 主 机 寻 址 及 有 效 的 分 组 交 换 。	10.0
传 输 层 的 通 信 和 网 络 层 的 通 信 有 什 么 重 要 区 别 ？	传 输 层 的 通 信 和 网 络 层 的 通 信 有 如 下 区 别 ： 传 输 层 是 为 应 用 进 程 之 间 提 供 端 到 端 的 逻 辑 通 信 ； 但 网 络 层 是 为 主 机 之 间 提 供 逻 辑 通 信 ， 面 向 主 机 ， 承 担 路 由 功 能 ， 即 主 机 寻 址 及 有 效 的 分 组 交 换 。	传 输 层 是 为 主 机 之 间 提 供 逻 辑 通 信 ； 但 网 络 层 是 为 应 用 进 程 之 间 提 供 端 到 端 的 逻 辑 通 信 ， 面 向 应 用 进 程 ， 承 担 通 信 功 能 ， 即 主 机 寻 址 及 有 效 的 分 组 交 换 。	2.0
