问 句	标 准 答 案	学 生 答 案	得分
请 按 安 全 性 由 低 到 高 的 顺 序 依 次 写 出 C C 的 评 估 级 别 。	按 安 全 性 由 低 到 高 的 顺 序 ， C C 的 评 估 级 别 依 次 为 ： E A L 1 、 E A L 2 、 E A L 3 、 E A L 4 、 E A L 5 。	C C 的 评 估 级 别 依 次 为 ： E A L 1 、 E A L 2 、 E A L 3 、 E A L 4 、 E A L 5 。	10.0
请 按 安 全 性 由 低 到 高 的 顺 序 依 次 写 出 C C 的 评 估 级 别 。	按 安 全 性 由 低 到 高 的 顺 序 ， C C 的 评 估 级 别 依 次 为 ： E A L 1 、 E A L 2 、 E A L 3 、 E A L 4 、 E A L 5 。	分 别 是 ： E A L 0 、 E A L 1 、 E A L 2 、 E A L 3 、 E A L 4 。	0.0
请 按 安 全 性 由 低 到 高 的 顺 序 依 次 写 出 C C 安 全 等 级 所 需 评 估 的 功 能 类 。	按 安 全 性 由 低 到 高 的 顺 序 ， C C 安 全 等 级 所 需 评 估 的 功 能 类 依 次 为 ： 配 置 管 理 、 分 发 和 操 作 、 开 发 过 程 、 指 导 文 献 、 生 命 期 的 技 术 支 持 。	C C 安 全 等 级 所 需 评 估 的 功 能 类 依 次 为 ： 配 置 管 理 、 分 发 和 操 作 、 开 发 过 程 、 指 导 文 献 、 生 命 期 的 技 术 支 持 。	10.0
请 按 安 全 性 由 低 到 高 的 顺 序 依 次 写 出 C C 安 全 等 级 所 需 评 估 的 功 能 类 。	按 安 全 性 由 低 到 高 的 顺 序 ， C C 安 全 等 级 所 需 评 估 的 功 能 类 依 次 为 ： 配 置 管 理 、 分 发 和 操 作 、 开 发 过 程 、 指 导 文 献 、 生 命 期 的 技 术 支 持 。	分 别 是 ： 生 命 期 的 技 术 支 持 、 分 发 和 操 作 、 配 置 管 理 、 开 发 过 程 、 指 导 文 献 。	2.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 网 络 安 全 的 基 本 要 素 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， 网 络 安 全 的 基 本 要 素 依 次 为 ： 保 密 性 、 完 整 性 、 可 用 性 、 合 法 性 。	网 络 安 全 的 基 本 要 素 依 次 为 ： 保 密 性 、 完 整 性 、 可 用 性 、 合 法 性 。	10.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 网 络 安 全 的 基 本 要 素 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， 网 络 安 全 的 基 本 要 素 依 次 为 ： 保 密 性 、 完 整 性 、 可 用 性 、 合 法 性 。	分 别 是 ： 安 全 性 、 一 致 性 、 可 靠 性 、 合 法 性 。	2.5
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 网 络 安 全 的 组 成 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， 网 络 安 全 的 组 成 依 次 为 ： 物 理 安 全 、 人 员 安 全 、 数 据 安 全 、 操 作 安 全 、 通 信 安 全 。	网 络 安 全 的 组 成 依 次 为 ： 物 理 安 全 、 人 员 安 全 、 数 据 安 全 、 操 作 安 全 、 通 信 安 全 。	10.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 网 络 安 全 的 组 成 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， 网 络 安 全 的 组 成 依 次 为 ： 物 理 安 全 、 人 员 安 全 、 数 据 安 全 、 操 作 安 全 、 通 信 安 全 。	分 别 是 ： 协 议 安 全 、 人 员 安 全 、 文 件 安 全 、 工 业 安 全 、 计 算 机 安 全 。	2.0
请 按 时 间 发 展 先 后 顺 序 依 次 写 出 网 络 安 全 的 基 本 任 务 。	按 时 间 发 展 先 后 顺 序 ， 网 络 安 全 的 基 本 任 务 依 次 为 ： 设 计 加 密 算 法 ； 生 成 算 法 使 用 的 保 密 信 息 ； 开 发 分 发 和 共 享 保 密 信 息 的 方 法 ； 指 定 两 个 主 体 要 使 用 的 协 议 ， 并 利 用 安 全 算 法 和 保 密 信 息 来 实 现 特 定 的 安 全 服 务 。	网 络 安 全 的 基 本 任 务 依 次 为 ： 设 计 加 密 算 法 ； 生 成 算 法 使 用 的 保 密 信 息 ； 开 发 分 发 和 共 享 保 密 信 息 的 方 法 ； 指 定 两 个 主 体 要 使 用 的 协 议 ， 并 利 用 安 全 算 法 和 保 密 信 息 来 实 现 特 定 的 安 全 服 务 。	10.0
请 按 时 间 发 展 先 后 顺 序 依 次 写 出 网 络 安 全 的 基 本 任 务 。	按 时 间 发 展 先 后 顺 序 ， 网 络 安 全 的 基 本 任 务 依 次 为 ： 设 计 加 密 算 法 ； 生 成 算 法 使 用 的 保 密 信 息 ； 开 发 分 发 和 共 享 保 密 信 息 的 方 法 ； 指 定 两 个 主 体 要 使 用 的 协 议 ， 并 利 用 安 全 算 法 和 保 密 信 息 来 实 现 特 定 的 安 全 服 务 。	分 别 是 ： 设 计 加 密 算 法 ； 生 成 算 法 使 用 的 加 密 密 钥 ； 开 发 分 发 和 共 享 加 密 密 钥 的 方 法 ； 指 定 两 个 主 体 要 使 用 的 协 议 ， 并 利 用 加 密 算 法 和 加 密 密 钥 来 实 现 特 定 的 安 全 服 务 。	4.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 网 络 安 全 的 基 本 目 标 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， 网 络 安 全 的 基 本 目 标 依 次 为 ： 实 现 信 息 的 机 密 性 、 完 整 性 、 可 用 性 、 合 法 性 。	网 络 安 全 的 基 本 目 标 依 次 为 ： 实 现 信 息 的 机 密 性 、 完 整 性 、 可 用 性 、 合 法 性 。	10.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 网 络 安 全 的 基 本 目 标 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， 网 络 安 全 的 基 本 目 标 依 次 为 ： 实 现 信 息 的 机 密 性 、 完 整 性 、 可 用 性 、 合 法 性 。	分 别 是 ： 实 现 信 息 的 一 致 性 、 可 靠 性 、 安 全 性 、 合 法 性 。	2.5
请 按 普 遍 性 由 高 至 低 的 顺 序 依 次 写 出 网 络 存 在 的 威 胁 。	按 普 遍 性 由 高 至 低 的 顺 序 ， 网 络 存 在 的 威 胁 依 次 为 ： 信 息 泄 露 ； 破 坏 数 据 完 整 性 ； 拒 绝 服 务 ； 非 授 权 访 问 。	网 络 存 在 的 威 胁 依 次 为 ： 信 息 泄 露 ； 破 坏 数 据 完 整 性 ； 拒 绝 服 务 ； 非 授 权 访 问 。	10.0
请 按 普 遍 性 由 高 至 低 的 顺 序 依 次 写 出 网 络 存 在 的 威 胁 。	按 普 遍 性 由 高 至 低 的 顺 序 ， 网 络 存 在 的 威 胁 依 次 为 ： 信 息 泄 露 ； 破 坏 数 据 完 整 性 ； 拒 绝 服 务 ； 非 授 权 访 问 。	分 别 是 ： 信 息 丢 失 ； 破 坏 数 据 机 密 性 ； 拒 绝 服 务 ； 不 合 法 访 问 。	2.5
请 按 普 遍 性 由 高 至 低 的 顺 序 依 次 写 出 信 息 泄 露 或 丢 失 的 几 种 情 况 。	按 普 遍 性 由 高 至 低 的 顺 序 ， 信 息 泄 露 或 丢 失 的 几 种 情 况 依 次 为 ： 信 息 在 传 输 中 丢 失 或 泄 露 ； 信 息 在 存 储 介 质 中 丢 失 或 泄 露 ； 通 过 建 立 隐 蔽 通 道 等 窃 取 敏 感 信 息 。	信 息 泄 露 或 丢 失 的 几 种 情 况 依 次 为 ： 信 息 在 传 输 中 丢 失 或 泄 露 ； 信 息 在 存 储 介 质 中 丢 失 或 泄 露 ； 通 过 建 立 隐 蔽 通 道 等 窃 取 敏 感 信 息 。	10.0
请 按 普 遍 性 由 高 至 低 的 顺 序 依 次 写 出 信 息 泄 露 或 丢 失 的 几 种 情 况 。	按 普 遍 性 由 高 至 低 的 顺 序 ， 信 息 泄 露 或 丢 失 的 几 种 情 况 依 次 为 ： 信 息 在 传 输 中 丢 失 或 泄 露 ； 信 息 在 存 储 介 质 中 丢 失 或 泄 露 ； 通 过 建 立 隐 蔽 通 道 等 窃 取 敏 感 信 息 。	分 别 是 ： 以 非 法 手 段 窃 得 对 数 据 的 使 用 权 ； 删 改 某 些 重 要 信 息 以 取 得 有 益 于 攻 击 者 的 响 应 ； 恶 意 增 改 数 据 以 干 扰 用 户 的 正 常 使 用 。	0.0
请 按 普 遍 性 由 高 至 低 的 顺 序 依 次 写 出 破 坏 信 息 完 整 性 的 几 种 情 况 。	按 普 遍 性 由 高 至 低 的 顺 序 ， 破 坏 信 息 完 整 性 的 几 种 情 况 依 次 为 ： 以 非 法 手 段 窃 得 对 数 据 的 使 用 权 ； 删 改 、 插 入 、 重 发 某 些 重 要 信 息 以 取 得 有 益 于 攻 击 者 的 响 应 ； 恶 意 增 改 数 据 以 干 扰 用 户 的 正 常 使 用 。	破 坏 信 息 完 整 性 的 几 种 情 况 依 次 为 ： 以 非 法 手 段 窃 得 对 数 据 的 使 用 权 ； 删 改 、 插 入 、 重 发 某 些 重 要 信 息 以 取 得 有 益 于 攻 击 者 的 响 应 ； 恶 意 增 改 数 据 以 干 扰 用 户 的 正 常 使 用 。	10.0
请 按 普 遍 性 由 高 至 低 的 顺 序 依 次 写 出 破 坏 信 息 完 整 性 的 几 种 情 况 。	按 普 遍 性 由 高 至 低 的 顺 序 ， 破 坏 信 息 完 整 性 的 几 种 情 况 依 次 为 ： 以 非 法 手 段 窃 得 对 数 据 的 使 用 权 ； 删 改 、 插 入 、 重 发 某 些 重 要 信 息 以 取 得 有 益 于 攻 击 者 的 响 应 ； 恶 意 增 改 数 据 以 干 扰 用 户 的 正 常 使 用 。	分 别 是 ： 通 过 建 立 隐 蔽 通 道 等 窃 取 敏 感 信 息 ； 伪 造 、 篡 改 、 假 冒 某 些 重 要 信 息 以 取 得 有 益 于 攻 击 者 的 响 应 ； 恶 意 增 改 数 据 以 干 扰 信 息 的 正 常 传 输 。	0.0
请 按 时 间 发 展 先 后 顺 序 依 次 写 出 拒 绝 服 务 的 原 理 。	按 时 间 发 展 先 后 顺 序 ， 拒 绝 服 务 的 原 理 依 次 为 ： 它 不 断 对 网 络 服 务 系 统 进 行 干 扰 ， 改 变 其 正 常 的 作 业 流 程 ， 执 行 无 关 程 序 使 系 统 响 应 减 慢 甚 至 瘫 痪 ， 影 响 正 常 用 户 的 使 用 ， 甚 至 使 合 法 用 户 被 排 斥 而 不 能 进 入 计 算 机 网 络 系 统 或 不 能 得 到 相 应 的 服 务 。	拒 绝 服 务 的 原 理 依 次 为 ： 它 不 断 对 网 络 服 务 系 统 进 行 干 扰 ， 改 变 其 正 常 的 作 业 流 程 ， 执 行 无 关 程 序 使 系 统 响 应 减 慢 甚 至 瘫 痪 ， 影 响 正 常 用 户 的 使 用 ， 甚 至 使 合 法 用 户 被 排 斥 而 不 能 进 入 计 算 机 网 络 系 统 或 不 能 得 到 相 应 的 服 务 。	10.0
请 按 时 间 发 展 先 后 顺 序 依 次 写 出 拒 绝 服 务 的 原 理 。	按 时 间 发 展 先 后 顺 序 ， 拒 绝 服 务 的 原 理 依 次 为 ： 它 不 断 对 网 络 服 务 系 统 进 行 干 扰 ， 改 变 其 正 常 的 作 业 流 程 ， 执 行 无 关 程 序 使 系 统 响 应 减 慢 甚 至 瘫 痪 ， 影 响 正 常 用 户 的 使 用 ， 甚 至 使 合 法 用 户 被 排 斥 而 不 能 进 入 计 算 机 网 络 系 统 或 不 能 得 到 相 应 的 服 务 。	分 别 是 ： 没 有 预 先 经 过 同 意 就 使 用 网 络 或 计 算 机 资 源 ， 如 有 意 避 开 系 统 访 问 控 制 机 制 ， 对 网 络 设 备 及 资 源 进 行 非 正 常 使 用 ， 擅 自 扩 大 权 限 ， 越 权 访 问 信 息 。	0.0
请 按 重 要 程 度 由 高 至 低 顺 序 依 次 写 出 非 授 权 访 问 的 具 体 内 容 。	按 普 遍 性 由 高 至 低 的 顺 序 ， 非 授 权 访 问 的 具 体 内 容 依 次 为 ： 没 有 预 先 经 过 同 意 就 使 用 网 络 或 计 算 机 资 源 被 看 做 非 授 权 访 问 ， 如 有 意 避 开 系 统 访 问 控 制 机 制 ， 对 网 络 设 备 及 资 源 进 行 非 正 常 使 用 ， 擅 自 扩 大 权 限 ， 越 权 访 问 信 息 。	非 授 权 访 问 的 具 体 内 容 依 次 为 ： 没 有 预 先 经 过 同 意 就 使 用 网 络 或 计 算 机 资 源 被 看 做 非 授 权 访 问 ， 如 有 意 避 开 系 统 访 问 控 制 机 制 ， 对 网 络 设 备 及 资 源 进 行 非 正 常 使 用 ， 擅 自 扩 大 权 限 ， 越 权 访 问 信 息 。	10.0
请 按 重 要 程 度 由 高 至 低 顺 序 依 次 写 出 非 授 权 访 问 的 具 体 内 容 。	按 普 遍 性 由 高 至 低 的 顺 序 ， 非 授 权 访 问 的 具 体 内 容 依 次 为 ： 没 有 预 先 经 过 同 意 就 使 用 网 络 或 计 算 机 资 源 被 看 做 非 授 权 访 问 ， 如 有 意 避 开 系 统 访 问 控 制 机 制 ， 对 网 络 设 备 及 资 源 进 行 非 正 常 使 用 ， 擅 自 扩 大 权 限 ， 越 权 访 问 信 息 。	分 别 是 ： 它 不 断 对 网 络 服 务 系 统 进 行 干 扰 ， 改 变 其 正 常 的 作 业 流 程 ， 执 行 无 关 程 序 使 系 统 响 应 减 慢 甚 至 瘫 痪 ， 影 响 正 常 用 户 的 使 用 ， 甚 至 使 合 法 用 户 被 排 斥 而 不 能 进 入 计 算 机 网 络 系 统 或 不 能 得 到 相 应 的 服 务 。	0.0
请 按 普 遍 性 由 高 至 低 的 顺 序 依 次 写 出 非 授 权 访 问 的 几 种 形 式 。	按 普 遍 性 由 高 至 低 的 顺 序 ， 非 授 权 访 问 的 几 种 形 式 依 次 为 ： 假 冒 ， 身 份 攻 击 ， 非 法 用 户 进 入 网 络 系 统 进 行 违 法 操 作 ， 合 法 用 户 以 未 授 权 方 式 进 行 操 作 。	非 授 权 访 问 的 几 种 形 式 依 次 为 ： 假 冒 ， 身 份 攻 击 ， 非 法 用 户 进 入 网 络 系 统 进 行 违 法 操 作 ， 合 法 用 户 以 未 授 权 方 式 进 行 操 作 。	10.0
请 按 普 遍 性 由 高 至 低 的 顺 序 依 次 写 出 非 授 权 访 问 的 几 种 形 式 。	按 普 遍 性 由 高 至 低 的 顺 序 ， 非 授 权 访 问 的 几 种 形 式 依 次 为 ： 假 冒 ， 身 份 攻 击 ， 非 法 用 户 进 入 网 络 系 统 进 行 违 法 操 作 ， 合 法 用 户 以 未 授 权 方 式 进 行 操 作 。	分 别 是 ： 窃 听 、 通 信 量 分 析 、 人 员 疏 忽 、 媒 体 清 理 。	0.0
请 按 普 遍 性 由 高 至 低 的 顺 序 依 次 写 出 渗 入 威 胁 的 几 种 形 式 。	按 普 遍 性 由 高 至 低 的 顺 序 ， 渗 入 威 胁 的 几 种 形 式 依 次 为 ： 假 冒 、 旁 路 控 制 、 授 权 侵 犯 。	渗 入 威 胁 的 几 种 形 式 依 次 为 ： 假 冒 、 旁 路 控 制 、 授 权 侵 犯 。	10.0
请 按 普 遍 性 由 高 至 低 的 顺 序 依 次 写 出 渗 入 威 胁 的 几 种 形 式 。	按 普 遍 性 由 高 至 低 的 顺 序 ， 渗 入 威 胁 的 几 种 形 式 依 次 为 ： 假 冒 、 旁 路 控 制 、 授 权 侵 犯 。	分 别 是 ： 窃 听 、 人 员 疏 忽 、 媒 体 清 理 。	0.0
请 按 时 间 发 展 先 后 顺 序 依 次 写 出 旁 路 控 制 的 原 理 。	按 时 间 发 展 先 后 顺 序 ， 旁 路 控 制 的 原 理 依 次 为 ： 攻 击 者 通 过 各 种 手 段 发 现 本 应 保 密 却 又 暴 露 出 来 的 一 些 系 统 特 征 ， 利 用 这 些 特 征 ， 攻 击 者 绕 过 防 线 守 卫 者 渗 入 系 统 内 部 。	旁 路 控 制 的 原 理 依 次 为 ： 攻 击 者 通 过 各 种 手 段 发 现 本 应 保 密 却 又 暴 露 出 来 的 一 些 系 统 特 征 ， 利 用 这 些 特 征 ， 攻 击 者 绕 过 防 线 守 卫 者 渗 入 系 统 内 部 。	10.0
请 按 时 间 发 展 先 后 顺 序 依 次 写 出 旁 路 控 制 的 原 理 。	按 时 间 发 展 先 后 顺 序 ， 旁 路 控 制 的 原 理 依 次 为 ： 攻 击 者 通 过 各 种 手 段 发 现 本 应 保 密 却 又 暴 露 出 来 的 一 些 系 统 特 征 ， 利 用 这 些 特 征 ， 攻 击 者 绕 过 防 线 守 卫 者 渗 入 系 统 内 部 。	分 别 是 ： 攻 击 者 是 在 某 个 系 统 或 某 个 文 件 中 设 置 的 机 关 ， 使 得 在 提 供 特 定 的 输 入 数 据 时 ， 允 许 违 反 安 全 策 略 。	0.0
请 按 时 间 发 展 先 后 顺 序 依 次 写 出 陷 门 的 原 理 。	按 时 间 发 展 先 后 顺 序 ， 陷 门 的 原 理 依 次 为 ： 陷 门 是 在 某 个 系 统 或 某 个 文 件 中 设 置 的 机 关 ， 使 得 在 提 供 特 定 的 输 入 数 据 时 ， 允 许 违 反 安 全 策 略 。	陷 门 的 原 理 依 次 为 ： 陷 门 是 在 某 个 系 统 或 某 个 文 件 中 设 置 的 机 关 ， 使 得 在 提 供 特 定 的 输 入 数 据 时 ， 允 许 违 反 安 全 策 略 。	10.0
请 按 时 间 发 展 先 后 顺 序 依 次 写 出 陷 门 的 原 理 。	按 时 间 发 展 先 后 顺 序 ， 陷 门 的 原 理 依 次 为 ： 陷 门 是 在 某 个 系 统 或 某 个 文 件 中 设 置 的 机 关 ， 使 得 在 提 供 特 定 的 输 入 数 据 时 ， 允 许 违 反 安 全 策 略 。	分 别 是 ： 陷 门 通 过 各 种 手 段 发 现 本 应 保 密 却 又 暴 露 出 来 的 一 些 系 统 特 征 ， 利 用 这 些 特 征 ， 绕 过 防 线 守 卫 者 渗 入 系 统 内 部 。	0.0
请 按 普 遍 性 由 高 至 低 的 顺 序 依 次 写 出 潜 在 威 胁 的 种 类 。	按 普 遍 性 由 高 至 低 的 顺 序 ， 潜 在 威 胁 的 种 类 依 次 为 ： 窃 听 、 通 信 量 分 析 、 人 员 疏 忽 、 媒 体 清 理 。	潜 在 威 胁 的 种 类 依 次 为 ： 窃 听 、 通 信 量 分 析 、 人 员 疏 忽 、 媒 体 清 理 。	10.0
请 按 普 遍 性 由 高 至 低 的 顺 序 依 次 写 出 潜 在 威 胁 的 种 类 。	按 普 遍 性 由 高 至 低 的 顺 序 ， 潜 在 威 胁 的 种 类 依 次 为 ： 窃 听 、 通 信 量 分 析 、 人 员 疏 忽 、 媒 体 清 理 。	分 别 是 ： 假 冒 ， 身 份 攻 击 ， 非 法 用 户 进 入 网 络 系 统 进 行 违 法 操 作 ， 合 法 用 户 以 未 授 权 方 式 进 行 操 作 。	0.0
请 按 重 要 程 度 由 高 至 低 顺 序 依 次 写 出 计 算 机 病 毒 的 具 体 内 容 。	按 时 间 发 展 先 后 顺 序 ， 计 算 机 病 毒 的 具 体 内 容 依 次 为 ： 计 算 机 病 毒 指 编 制 或 者 在 计 算 机 程 序 中 插 入 的 破 坏 计 算 机 功 能 或 毁 坏 数 据 ， 影 响 计 算 机 使 用 ， 并 能 自 我 复 制 的 一 组 计 算 机 指 令 或 程 序 代 码 。	计 算 机 病 毒 的 具 体 内 容 依 次 为 ： 计 算 机 病 毒 指 编 制 或 者 在 计 算 机 程 序 中 插 入 的 破 坏 计 算 机 功 能 或 毁 坏 数 据 ， 影 响 计 算 机 使 用 ， 并 能 自 我 复 制 的 一 组 计 算 机 指 令 或 程 序 代 码 。	10.0
请 按 重 要 程 度 由 高 至 低 顺 序 依 次 写 出 计 算 机 病 毒 的 具 体 内 容 。	按 时 间 发 展 先 后 顺 序 ， 计 算 机 病 毒 的 具 体 内 容 依 次 为 ： 计 算 机 病 毒 指 编 制 或 者 在 计 算 机 程 序 中 插 入 的 破 坏 计 算 机 功 能 或 毁 坏 数 据 ， 影 响 计 算 机 使 用 ， 并 能 自 我 复 制 的 一 组 计 算 机 指 令 或 程 序 代 码 。	分 别 是 ： 计 算 机 病 毒 通 过 各 种 手 段 发 现 本 应 保 密 却 又 暴 露 出 来 的 一 些 系 统 特 征 ， 利 用 这 些 特 征 ， 绕 过 防 线 守 卫 者 渗 入 系 统 内 部 。	0.0
请 按 时 间 发 展 先 后 顺 序 依 次 写 出 反 病 毒 技 术 的 种 类 。	按 时 间 发 展 先 后 顺 序 ， 反 病 毒 技 术 的 种 类 依 次 为 ： 预 防 病 毒 技 术 、 检 测 病 毒 技 术 、 消 除 病 毒 技 术 。	反 病 毒 技 术 的 种 类 依 次 为 ： 预 防 病 毒 技 术 、 检 测 病 毒 技 术 、 消 除 病 毒 技 术 。	10.0
请 按 时 间 发 展 先 后 顺 序 依 次 写 出 反 病 毒 技 术 的 种 类 。	按 时 间 发 展 先 后 顺 序 ， 反 病 毒 技 术 的 种 类 依 次 为 ： 预 防 病 毒 技 术 、 检 测 病 毒 技 术 、 消 除 病 毒 技 术 。	分 别 是 ： 分 析 病 毒 技 术 、 隔 离 病 毒 技 术 、 消 除 病 毒 技 术 。	3.0
请 按 时 间 发 展 先 后 顺 序 依 次 写 出 预 防 病 毒 技 术 的 原 理 。	按 时 间 发 展 先 后 顺 序 ， 预 防 病 毒 技 术 的 原 理 依 次 为 ： 通 过 自 身 常 驻 系 统 内 存 ， 优 先 获 得 系 统 的 控 制 权 ， 监 视 和 判 断 系 统 中 是 否 有 病 毒 存 在 ， 进 而 阻 止 计 算 机 病 毒 进 入 计 算 机 系 统 和 对 系 统 进 行 破 坏 。	预 防 病 毒 技 术 的 原 理 依 次 为 ： 通 过 自 身 常 驻 系 统 内 存 ， 优 先 获 得 系 统 的 控 制 权 ， 监 视 和 判 断 系 统 中 是 否 有 病 毒 存 在 ， 进 而 阻 止 计 算 机 病 毒 进 入 计 算 机 系 统 和 对 系 统 进 行 破 坏 。	10.0
请 按 时 间 发 展 先 后 顺 序 依 次 写 出 预 防 病 毒 技 术 的 原 理 。	按 时 间 发 展 先 后 顺 序 ， 预 防 病 毒 技 术 的 原 理 依 次 为 ： 通 过 自 身 常 驻 系 统 内 存 ， 优 先 获 得 系 统 的 控 制 权 ， 监 视 和 判 断 系 统 中 是 否 有 病 毒 存 在 ， 进 而 阻 止 计 算 机 病 毒 进 入 计 算 机 系 统 和 对 系 统 进 行 破 坏 。	分 别 是 ： 通 过 对 计 算 机 病 毒 的 特 征 来 进 行 判 断 的 侦 测 技 术 ， 如 自 身 校 验 、 关 键 字 、 文 件 长 度 的 变 化 等 。	0.0
请 按 应 用 范 围 由 高 至 低 的 顺 序 依 次 写 出 预 防 病 毒 技 术 常 用 的 手 段 。	按 应 用 范 围 由 高 至 低 的 顺 序 ， 预 防 病 毒 技 术 常 用 的 手 段 依 次 为 ： 加 密 可 执 行 程 序 、 引 导 区 保 护 、 系 统 监 控 、 读 写 控 制 。	预 防 病 毒 技 术 常 用 的 手 段 依 次 为 ： 加 密 可 执 行 程 序 、 引 导 区 保 护 、 系 统 监 控 、 读 写 控 制 。	10.0
请 按 应 用 范 围 由 高 至 低 的 顺 序 依 次 写 出 预 防 病 毒 技 术 常 用 的 手 段 。	按 应 用 范 围 由 高 至 低 的 顺 序 ， 预 防 病 毒 技 术 常 用 的 手 段 依 次 为 ： 加 密 可 执 行 程 序 、 引 导 区 保 护 、 系 统 监 控 、 读 写 控 制 。	分 别 是 ： 加 密 不 可 执 行 程 序 、 引 导 区 保 护 、 访 问 监 控 、 存 储 控 制 。	2.5
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 检 测 病 毒 技 术 的 具 体 内 容 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， 检 测 病 毒 技 术 的 具 体 内 容 依 次 为 ： 检 测 病 毒 技 术 是 通 过 对 计 算 机 病 毒 的 特 征 来 进 行 判 断 的 侦 测 技 术 ， 如 自 身 校 验 、 关 键 字 、 文 件 长 度 的 变 化 等 。	检 测 病 毒 技 术 的 具 体 内 容 依 次 为 ： 检 测 病 毒 技 术 是 通 过 对 计 算 机 病 毒 的 特 征 来 进 行 判 断 的 侦 测 技 术 ， 如 自 身 校 验 、 关 键 字 、 文 件 长 度 的 变 化 等 。	10.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 检 测 病 毒 技 术 的 具 体 内 容 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， 检 测 病 毒 技 术 的 具 体 内 容 依 次 为 ： 检 测 病 毒 技 术 是 通 过 对 计 算 机 病 毒 的 特 征 来 进 行 判 断 的 侦 测 技 术 ， 如 自 身 校 验 、 关 键 字 、 文 件 长 度 的 变 化 等 。	分 别 是 ： 检 测 病 毒 技 术 是 通 过 自 身 常 驻 系 统 内 存 ， 优 先 获 得 系 统 的 控 制 权 ， 监 视 和 判 断 系 统 中 是 否 有 病 毒 存 在 ， 进 而 阻 止 计 算 机 病 毒 进 入 计 算 机 系 统 和 对 系 统 进 行 破 坏 。	0.0
请 按 时 间 发 展 先 后 顺 序 依 次 写 出 消 除 病 毒 技 术 的 原 理 。	按 时 间 发 展 先 后 顺 序 ， 消 除 病 毒 技 术 的 原 理 依 次 为 ： 通 过 对 病 毒 的 分 析 ， 杀 除 病 毒 ， 并 恢 复 原 文 件 。	消 除 病 毒 技 术 的 原 理 依 次 为 ： 通 过 对 病 毒 的 分 析 ， 杀 除 病 毒 ， 并 恢 复 原 文 件 。	10.0
请 按 时 间 发 展 先 后 顺 序 依 次 写 出 消 除 病 毒 技 术 的 原 理 。	按 时 间 发 展 先 后 顺 序 ， 消 除 病 毒 技 术 的 原 理 依 次 为 ： 通 过 对 病 毒 的 分 析 ， 杀 除 病 毒 ， 并 恢 复 原 文 件 。	分 别 是 ： 通 过 自 身 常 驻 系 统 内 存 ， 优 先 获 得 系 统 的 控 制 权 ， 监 视 和 判 断 系 统 中 是 否 有 病 毒 存 在 。	0.0
请 按 应 用 范 围 由 高 至 低 的 顺 序 依 次 写 出 网 络 反 病 毒 技 术 的 具 体 实 现 方 法 。	按 应 用 范 围 由 高 至 低 的 顺 序 ， 网 络 反 病 毒 技 术 的 具 体 实 现 方 法 依 次 为 ： 对 网 络 服 务 器 中 的 文 件 进 行 频 繁 的 扫 描 和 监 测 ； 在 工 作 站 上 使 用 防 病 毒 芯 片 ； 对 网 络 目 录 及 文 件 设 置 访 问 权 限 。	网 络 反 病 毒 技 术 的 具 体 实 现 方 法 依 次 为 ： 对 网 络 服 务 器 中 的 文 件 进 行 频 繁 的 扫 描 和 监 测 ； 在 工 作 站 上 使 用 防 病 毒 芯 片 ； 对 网 络 目 录 及 文 件 设 置 访 问 权 限 。	10.0
请 按 应 用 范 围 由 高 至 低 的 顺 序 依 次 写 出 网 络 反 病 毒 技 术 的 具 体 实 现 方 法 。	按 应 用 范 围 由 高 至 低 的 顺 序 ， 网 络 反 病 毒 技 术 的 具 体 实 现 方 法 依 次 为 ： 对 网 络 服 务 器 中 的 文 件 进 行 频 繁 的 扫 描 和 监 测 ； 在 工 作 站 上 使 用 防 病 毒 芯 片 ； 对 网 络 目 录 及 文 件 设 置 访 问 权 限 。	分 别 是 ： 对 网 络 服 务 器 中 的 文 件 进 行 频 繁 的 扫 描 和 监 测 ； 对 网 络 目 录 及 文 件 设 置 访 问 权 限 ； 在 工 作 站 上 使 用 防 病 毒 芯 片 。	3.0
请 按 信 息 从 前 往 后 流 动 顺 序 依 次 写 出 安 全 攻 击 的 手 段 。	按 信 息 从 前 往 后 流 动 顺 序 ， 安 全 攻 击 的 手 段 依 次 为 ： 中 断 、 截 获 、 修 改 、 捏 造 。	安 全 攻 击 的 手 段 依 次 为 ： 中 断 、 截 获 、 修 改 、 捏 造 。	10.0
